college_slno,college_name,course_slno,course_info
0,C,133.1,English Language Praxis and
3,D,133.1,BHC1MN102 - Introduction to MICE and Event Management [Hotel Management
3,D,133.1,BHC1MN101 - Tourism Concepts [Hotel Management & Catering Science 2024
3,D,133.1,JOU1MN102 - Introduction to Electronic Media [Journalism and Mass
7,C,133.1,JOU1MN104 - Mass Media Essentials [Journalism and Mass Communication
7,C,133.1,JOU1MN101 - Basics of Communication [Journalism and Mass Communication
7,C,133.2,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
0,M,133.2,Behavioural Statistical
4,T,133.2,Statistical Methodologies in
5,D,133.2,TTM1MN101 - Fundamentals of Tourism [Travel and Tourism Management 2024
5,D,133.2,TTM1MN102 - Tourism Business [Travel and Tourism Management 2024
5,D,133.2,BVC1MN103 - Media Design and Publishing [Visual Communication 2024
134,"JM COLLEGE OF ARTS AND SCIENCE FOR WOMEN,PARANNEKKAD ,TIRUR, MALAPPURAM",134.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
134,"JM COLLEGE OF ARTS AND SCIENCE FOR WOMEN,PARANNEKKAD ,TIRUR, MALAPPURAM",134.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
134,"JM COLLEGE OF ARTS AND SCIENCE FOR WOMEN,PARANNEKKAD ,TIRUR, MALAPPURAM",134.3,Indian Economic Development
134,"JM COLLEGE OF ARTS AND SCIENCE FOR WOMEN,PARANNEKKAD ,TIRUR, MALAPPURAM",134.4,Teaching Skills in English
134,"JM COLLEGE OF ARTS AND SCIENCE FOR WOMEN,PARANNEKKAD ,TIRUR, MALAPPURAM",134.5,Economic History of India HIS1MN103 - Economic History of Pre-modern India [History 2024 syllabus]
134,"JM COLLEGE OF ARTS AND SCIENCE FOR WOMEN,PARANNEKKAD ,TIRUR, MALAPPURAM",134.6,Historical Tourism HIS1MN114 - Introduction to Historical Tourism [History 2024 syllabus]
135,KADATHANAD ARTS,135.2,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
135,KADATHANAD ARTS,135.3,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
135,KADATHANAD ARTS,135.5,Teaching Skills in English
135,KADATHANAD ARTS,135.6,History of Modern India
135,KADATHANAD ARTS,135.7,Human Physiology I PSG1MN101 - Basics in cellular physiology [Human Physiology 2024 syllabus]
135,KADATHANAD ARTS,135.8,Human Physiology minor
135,KADATHANAD ARTS,135.9,Electronic Media
135,KADATHANAD ARTS,135.1,Indian Constitution and Political
1,S,135.1,Behavioural Statistical
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.3,Fiscal Policy in Practice ECO1MN101 - Fiscal Tools for Policy Formulation [Economics 2024 syllabus]
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.4,English at Workspace
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.5,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.6,Analytics for Financial Data
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.7,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.8,POL1MN102 - A Preface to Indian Constitution [Political Science 2024 syllabus]
136,KAPPUNGAL SAID ALAVI HAJI MEMORIAL,136.9,Sociology of Mass Media SOC1MN101 - Invitation to Sociology [Sociology 2024 syllabus]
137,"KAS COLLEGE, ANAVATHIL, ULLIYERI, KOZHIKODE",137.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
137,"KAS COLLEGE, ANAVATHIL, ULLIYERI, KOZHIKODE",137.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
137,"KAS COLLEGE, ANAVATHIL, ULLIYERI, KOZHIKODE",137.3,Gender Studies HIS1MN115 - Gender History [History 2024 syllabus]
137,"KAS COLLEGE, ANAVATHIL, ULLIYERI, KOZHIKODE",137.4,Professional Journalism
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.3,Artificial Intelligence
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.4,Data Science
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.5,Teaching Skills in English
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.6,Historical Tourism HIS1MN114 - Introduction to Historical Tourism [History 2024 syllabus]
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.7,History of Modern India
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.8,Analytics for Financial Data
138,"KHIDMATH ARTS AND SCIENCE COLLEGE ,EDAKKULAM ,THIRUNAVAYA",138.9,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
139,KILA COLLEGE OF DECENTRALISATION AND LOCAL GOVERNANCE,139.1,Gender Policy and Governance
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.1,Horticulture Techniques BOT1VN102 - Horticulture & Nursery Management [Botany 2024 syllabus]
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.2,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.5,Data Science and AI CSC1MN102 - Python Programming [Computer Science 2024 syllabus]
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.7,Indian Economic Development
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.9,English at Workspace
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.1,HIS1MN112 - Modern Indian History: 1757-Early Twentieth Century [History 2024
140,"K.K.T.M.GOVT.COLLEGE,PULLUT",140.1,Foundations for Mathematical
5,A,140.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
5,A,140.1,Mathematics For Physical
8,S,140.2,Indian Constitution and Political
0,S,140.2,SAN1VN104 - Basic level of Palaeography and Epigraphy [Sanskrit 2024
0,S,140.2,Descriptive and Inferential
2,S,140.2,TTM1MN101 - Fundamentals of Tourism [Travel and Tourism Management 2024
2,S,140.2,TTM1MN102 - Tourism Business [Travel and Tourism Management 2024
2,S,140.2,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.5,Foundations of Economics ECO1MN105 - Microeconomics Foundations [Economics 2024 syllabus]
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.6,Cultural Studies FEN1MN102 - Understanding Culture [Functional English 2024 syllabus]
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.7,FEN1MN101 - Grammar Foundation [Functional English 2024 syllabus]
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.8,Analytics for Financial Data
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.9,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
141,"KMCT ARTS AND SCIENCE COLLEGE,KUTTIPPURAM",141.1,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
0,M,141.1,BSW1MN101 - Fundamentals of Professional Social Work [Social Work 2024
0,M,141.1,Social Work Perspectives of BSW1MN102 - Social Analysis and Strategies of Social Change [Social Work
2,S,141.1,Statistical Methodologies in
5,D,141.1,Statistics for Basic Economic
6,D,141.1,TTM1MN101 - Fundamentals of Tourism [Travel and Tourism Management 2024
6,D,141.1,TTM1MN102 - Tourism Business [Travel and Tourism Management 2024
142,"K.M.M.M.O ARABIC COLLEGE, TIRURANGADI",142.1,Arabic Linguistics
142,"K.M.M.M.O ARABIC COLLEGE, TIRURANGADI",142.2,Industry Skills In Arabic
143,K.M.O.ARTS,143.2,B1: Financial Reporting
143,K.M.O.ARTS,143.3,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
143,K.M.O.ARTS,143.4,Data Science and AI CSC1MN102 - Python Programming [Computer Science 2024 syllabus]
143,K.M.O.ARTS,143.5,General Computing Principles CSC1MN105 - Introduction to IT [Computer Science 2024 syllabus]
143,K.M.O.ARTS,143.6,English at Workspace
143,K.M.O.ARTS,143.7,Teaching Skills in English
143,K.M.O.ARTS,143.8,Food History HIS1MN108 - Food: A Global Perspective [History 2024 syllabus]
143,K.M.O.ARTS,143.9,History of Britain
143,K.M.O.ARTS,143.1,JOU1MN102 - Introduction to Electronic Media [Journalism and Mass
1,C,143.1,JOU1MN101 - Basics of Communication [Journalism and Mass Communication
1,C,143.1,Foundations for Mathematical
3,A,143.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
3,A,143.1,Social Work Perspectives of BSW1MN102 - Social Analysis and Strategies of Social Change [Social Work
7,S,143.1,Behavioural Statistical
9,T,143.2,Descriptive and Inferential
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.1,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.3,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.4,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.5,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.6,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.7,Data Science and AI CSC1MN102 - Python Programming [Computer Science 2024 syllabus]
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.9,English in Industry
144,KORAMBAYIL AHAMMED HAJI MEMORIAL UNITY WOMEN,144.1,Foundations for Mathematical
3,A,144.1,"Foundations of Discrete MAT1MN104 - Mathematical Logic, Set Theory and Combinatorics [Mathematics"
4,M,144.1,PHY1MN102 - Properties of Matter and Thermodynamics [Physics 2024
4,M,144.1,Indian Constitution and Political
8,S,144.2,Behavioural Statistical
0,T,144.2,Descriptive and Inferential
1,S,144.2,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
1,S,145.2,B1: Financial Reporting
1,S,145.3,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
1,S,145.4,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
1,S,145.5,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
1,S,145.6,COM1VN101 - Fundamentals of Travel and Tourism [Commerce 2024 syllabus]
1,S,145.7,F2: Hospitality Management COM1VN102 - Foundations of Hospitality [Commerce 2024 syllabus]
1,S,145.8,Fiscal Policy in Practice ECO1MN101 - Fiscal Tools for Policy Formulation [Economics 2024 syllabus]
1,S,145.9,Monetary Policy in Practice ECO1MN102 - Monetary Tools for Policy Formulation [Economics 2024 syllabus]
1,S,145.1,JOU1MN102 - Introduction to Electronic Media [Journalism and Mass
1,C,145.1,JOU1MN101 - Basics of Communication [Journalism and Mass Communication
1,C,145.1,Mathematical Methods for
3,S,145.1,Mathematics For Physical
4,S,145.1,Indian Constitution and Political
5,S,145.1,Descriptive and Inferential
6,S,145.1,ZOO1MN101 - Foundations of Environmental Biology & Animal Behaviour
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.3,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.4,C2: Fintech COM1MN106 - Foundations of Modern Banking [Commerce 2024 syllabus]
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.5,English at Workspace
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.6,Electronic Media
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.7,Professional Journalism
146,"K R NARAYANAN COLLEGE OF HIGHER LEARNING,T B ROAD,OTTAPALAM-",146.8,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.2,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.3,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.4,Artificial Intelligence
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.5,Data Science
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.7,English at Workspace
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.8,Professional Journalism
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.9,Analytics for Financial Data
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.1,BSW1MN101 - Fundamentals of Professional Social Work [Social Work 2024
147,KRS SREE NARAYANA COLLEGE THOZUVANUR VALANCHERY,147.1,Behavioural Statistical
148,"K T M COLLEGE OF ADVANCED STUDIES ,PUNNAKKAD,KARUVARAKUNDU, MALAPPURAM",148.1,Arabic Linguistics
148,"K T M COLLEGE OF ADVANCED STUDIES ,PUNNAKKAD,KARUVARAKUNDU, MALAPPURAM",148.2,Industry Skills In Arabic
148,"K T M COLLEGE OF ADVANCED STUDIES ,PUNNAKKAD,KARUVARAKUNDU, MALAPPURAM",148.3,B1: Financial Reporting
148,"K T M COLLEGE OF ADVANCED STUDIES ,PUNNAKKAD,KARUVARAKUNDU, MALAPPURAM",148.4,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
148,"K T M COLLEGE OF ADVANCED STUDIES ,PUNNAKKAD,KARUVARAKUNDU, MALAPPURAM",148.5,Applied Translation Studies I FAR1MN101 - Gateway to Translation [Functional Arabic 2024 syllabus]
148,"K T M COLLEGE OF ADVANCED STUDIES ,PUNNAKKAD,KARUVARAKUNDU, MALAPPURAM",148.6,Applied Translation Studies II FAR1MN102 - Conversational Arabic [Functional Arabic 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,149.1,B1: Financial Reporting
149,KUNNAMANGALAM GOVT. ARTS,149.2,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,149.4,Indian Economic Development
149,KUNNAMANGALAM GOVT. ARTS,149.5,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,149.6,English in Industry
149,KUNNAMANGALAM GOVT. ARTS,149.7,Electronic Media
149,KUNNAMANGALAM GOVT. ARTS,149.8,Professional Journalism
149,KUNNAMANGALAM GOVT. ARTS,150.1,Arabic Group 0 ARA1MN100 - Arabic Short Story [Arabic 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.2,ARA1VN101 - Foundational Skills in Arabic [Arabic 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.3,ARA1VN102 - Commercial Arabic [Arabic 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.4,Translation Studies in Arabic-I ARA1MN101 - Basics of Translation [Arabic 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.5,Translation Studies in Arabic- II ARA1MN102 - Basics of Arabic Writing [Arabic 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.7,Polymer Chemistry CHE1VN102 - Introduction to Polymer Chemistry [Chemistry 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.8,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.9,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
149,KUNNAMANGALAM GOVT. ARTS,150.1,COM1MN103 - Fundamentals of Financial Accounting [Commerce 2024
149,KUNNAMANGALAM GOVT. ARTS,150.1,B2: Cost and Management
1,A,150.1,COM1MN100 - Management Principles and Application [Commerce 2024
1,A,150.1,COM1MN109 - Essential Statistics for Business Analytics [Commerce 2024
1,A,150.1,E2: Business Information COM1MN110 - Business Analytics for Decision Making [Commerce 2024
8,S,150.1,F1: Travel and Tourism
9,M,150.2,HIS1MN112 - Modern Indian History: 1757-Early Twentieth Century [History 2024
9,M,150.2,Journalism and Mass JOU1MN100 - Understanding Mass Media [Journalism and Mass
9,M,150.2,Introduction to Malayalam
9,L,150.3,Introduction to Malayalam
0,T,150.3,Malayalam Language and
1,L,150.3,BBA1MN102 - Communicating with Financial Data [Management Studies 2024
1,L,150.3,Integrated Mathematical
6,M,150.4,Behavioural Statistical
2,T,150.4,Descriptive and Inferential
4,S,150.4,Single Minor - Actuary and
5,S,150.4,Single Minor - Actuary and
6,S,150.4,Single minor - Inference using
7,S,150.4,Single minor - Inference using
8,S,150.4,Single minor - Psychological
9,S,150.5,Single minor - Psychological
0,S,150.5,Single minor - Statistical
1,I,150.5,Single Minor-Statistical
2,I,150.5,Statistical Methodologies in
3,D,150.5,Statistical Tools for Geospatial
4,D,150.5,Statistical Tools for Social Data
5,A,150.5,Statistics for Basic Economic
6,D,150.5,Statistics for Business and
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.4,Data Science and AI CSC1MN102 - Python Programming [Computer Application 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.5,Fiscal Policy in Practice ECO1MN101 - Fiscal Tools for Policy Formulation [Economics 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.6,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.7,Teaching Skills in English
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.8,Historical Tourism HIS1MN114 - Introduction to Historical Tourism [History 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.9,History of Indian Journalism HIS1MN106 - History of Indian Journalism– 1 [History 2024 syllabus]
151,"LAKSHMI NARAYANA ARTS AND SCIENCE COLLEGE,MAYANNUR, THRISSUR",151.1,BSW1MN101 - Fundamentals of Professional Social Work [Social Work 2024
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.1,ARA1VN101 - Foundational Skills in Arabic [Arabic 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.2,Translation Studies in Arabic-I ARA1MN101 - Basics of Translation [Arabic 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.3,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.4,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.5,English at Workspace
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.6,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.7,Teaching Skills in English
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.8,Classical Malayalam-I MAL1MN102 - Malayalam Fiction [Malayalam 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.9,MAL1MN100 - Introduction to Malayalam Poetry [Malayalam 2024 syllabus]
152,LAMPSHARE COLLEGE OF ARTS AND SCIENCE,152.1,BBA1MN102 - Communicating with Financial Data [Management Studies 2024
153,"LBS MODEL DEGREE COLLEGE, NCC ROAD JN, TANUR RD, PARAPPANANGADI",153.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
153,"LBS MODEL DEGREE COLLEGE, NCC ROAD JN, TANUR RD, PARAPPANANGADI",153.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
153,"LBS MODEL DEGREE COLLEGE, NCC ROAD JN, TANUR RD, PARAPPANANGADI",153.3,Artificial Intelligence
153,"LBS MODEL DEGREE COLLEGE, NCC ROAD JN, TANUR RD, PARAPPANANGADI",153.4,Data Science
153,"LBS MODEL DEGREE COLLEGE, NCC ROAD JN, TANUR RD, PARAPPANANGADI",153.6,STA1MN103 - Introductory Statistics with R [Statistics 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.3,B1: Financial Reporting
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.4,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.5,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.6,C2: Fintech COM1MN106 - Foundations of Modern Banking [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.7,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.8,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.9,Data Science and AI CSC1MN102 - Python Programming [Computer Science 2024 syllabus]
154,"LE-MENT COLLEGE OF ADVANCED STUDIES,MELEPATTAMBI",154.1,General awareness in
0,C,154.1,Analog/Digital fundamentals &
3,E,154.1,ENG1MN102 - The Language of Digital Space: English and New Media [English
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.1,A1: Entrepreneurial Finance
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.2,A2: Entrepreneurial Leadership COP1MN102 - Entrepreneurial Marketing [Accounting & Finance 2024 syllabus]
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.3,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.4,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.5,B1: Financial Reporting
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.6,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.7,Electronics Group 0 ELE1MN100 - Electrical and Electronic Fundamentals [Electronics 2024 syllabus]
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.8,ELE1VN102 - Basics of Electricals and Electronics [Electronics 2024 syllabus]
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.9,Analytics for Financial Data
155,LIONS EDUCATIONAL TRUST COLLEGE MUDAPPALLUR PALAKKAD,155.1,Foundations for Mathematical
1,A,155.1,Integrated Mathematical
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.1,Botanical Diversity
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.2,CHE1MN103 - Baisc Inorganic and Green Chemistry [Chemistry 2024 syllabus]
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.4,B1: Financial Reporting
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.5,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.6,Data Science and AI CSC1MN102 - Python Programming [Computer Science 2024 syllabus]
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.7,Indian Economic Development
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.8,Monetary Policy in Practice ECO1MN102 - Monetary Tools for Policy Formulation [Economics 2024 syllabus]
156,"LITTLE FLOWER COLLEGE, GURUVAYUR, THRISSUR",156.9,English at Workspace
