college_slno,college_name,course_slno,course_info
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.3,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.6,CSC1MN107 - Computer Hardware Assembly [Computer Science 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.7,ELE1MN101 - Electronic Fundamentals [Electronics 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.8,Electronics Group 0 ELE1MN100 - Electrical and Electronic Fundamentals [Electronics 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.9,ELE1MN102 - Arduino Programming [Electronics 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.1,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.11,English in Industry
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",59.13,MAT1MN101 - Calculus [Mathematics 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",60.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",60.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",60.3,CSC1MN107 - Computer Hardware Assembly [Computer Science 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",60.4,ELE1MN102 - Arduino Programming [Electronics 2024 syllabus]
59,"COLLEGE OF APPLIED SCIENCES , NATTIKA, VALAPAD, THRISSUR",60.5,English at Workspace
61,"COLLEGE OF APPLIED SCIENCES,",61.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
61,"COLLEGE OF APPLIED SCIENCES,",61.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
61,"COLLEGE OF APPLIED SCIENCES,",61.3,English at Workspace
61,"COLLEGE OF APPLIED SCIENCES,",61.4,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
61,"COLLEGE OF APPLIED SCIENCES,",61.6,HIN1MN105 - Hindi Mein Balsahitya (Bal Sahitya in Hindi) [Hindi 2024 syllabus]
61,"COLLEGE OF APPLIED SCIENCES,",61.7,Creative Writing MAL1VN102 - Translations [Malayalam 2024 syllabus]
61,"COLLEGE OF APPLIED SCIENCES,",61.8,Critical Studies MAL1MN103 - Gender studies [Malayalam 2024 syllabus]
61,"COLLEGE OF APPLIED SCIENCES,",61.9,Analytics for Financial Data
61,"COLLEGE OF APPLIED SCIENCES,",61.1,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
62,"COLLEGE OF APPLIED SCIENCES,",62.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
62,"COLLEGE OF APPLIED SCIENCES,",62.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
62,"COLLEGE OF APPLIED SCIENCES,",62.3,General Computing Principles CSC1MN105 - Introduction to IT [Computer Science 2024 syllabus]
62,"COLLEGE OF APPLIED SCIENCES,",62.4,ELE1MN101 - Electronic Fundamentals [Electronics 2024 syllabus]
62,"COLLEGE OF APPLIED SCIENCES,",62.5,ELE1MN102 - Arduino Programming [Electronics 2024 syllabus]
62,"COLLEGE OF APPLIED SCIENCES,",62.6,English at Workspace
63,"COLLEGE OF APPLIED SCIENCE, THIRUVAMPADI, MUKKAM",63.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
63,"COLLEGE OF APPLIED SCIENCE, THIRUVAMPADI, MUKKAM",63.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
63,"COLLEGE OF APPLIED SCIENCE, THIRUVAMPADI, MUKKAM",63.3,CSC1MN107 - Computer Hardware Assembly [Computer Science 2024 syllabus]
63,"COLLEGE OF APPLIED SCIENCE, THIRUVAMPADI, MUKKAM",63.4,ELE1MN101 - Electronic Fundamentals [Electronics 2024 syllabus]
63,"COLLEGE OF APPLIED SCIENCE, THIRUVAMPADI, MUKKAM",63.5,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
63,"COLLEGE OF APPLIED SCIENCE, THIRUVAMPADI, MUKKAM",63.6,Linear Algebra MAT1MN105 - Matrix Theory [Mathematics 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.4,English at Workspace
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.5,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.6,Teaching Skills in English
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.7,Historical Tourism HIS1MN114 - Introduction to Historical Tourism [History 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.8,History of Britain
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.9,Electronic Media
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.1,Professional Journalism
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.11,Classical Malayalam-I MAL1MN102 - Malayalam Fiction [Malayalam 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.12,Analytics for Financial Data
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.13,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.15,Foundations of Behaviour PSY1MN101 - Gateways to Mind and Behaviour [Psychology 2024 syllabus]
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.16,Foundations of Social Work
64,"CO-OPERATIVE ARTS AND SCIENCE COLLEGE KURIKKAD,VATAKARA",64.17,STA1MN103 - Introductory Statistics with R [Statistics 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.1,Botanical Diversity
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.3,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.4,C2: Fintech COM1MN106 - Foundations of Modern Banking [Commerce 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.5,E1: Business Analytics
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.7,English at Workspace
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.8,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.9,Human Physiology I PSG1MN101 - Basics in cellular physiology [Human Physiology 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.1,Energy Physics PHY1MN105 - Non-Conventional Energy Sources [Physics 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.11,Avenues of Psychology PSY1MN103 - Psychology of Media [Psychology 2024 syllabus]
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.12,Hospitality Administration
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.13,Hotel Management
65,"CPA COLLEGE OF GLOBAL STUDIES, PUTHANATHANI, PUNNATHALA, MALAPPURAM-",65.14,General Zoology
66,C.S.I.CHRISTIAN MULLER WOMEN,66.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.3,Artificial Intelligence
66,C.S.I.CHRISTIAN MULLER WOMEN,66.4,Data Science
66,C.S.I.CHRISTIAN MULLER WOMEN,66.5,Data Science and AI CSC1MN102 - Python Programming [Computer Application 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.6,Cultural Studies FEN1MN102 - Understanding Culture [Functional English 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.7,FEN1MN101 - Grammar Foundation [Functional English 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.8,History of Modern India
66,C.S.I.CHRISTIAN MULLER WOMEN,66.9,Human Physiology I PSG1MN101 - Basics in cellular physiology [Human Physiology 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.1,Government and Politics POL1MN104 - Introduction to Political Science [Political Science 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.11,Human Rights POL1MN105 - Human Rights [Political Science 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.12,POL1MN102 - A Preface to Indian Constitution [Political Science 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.13,International Relations
66,C.S.I.CHRISTIAN MULLER WOMEN,66.14,Political Science Group 0 POL1MN100 - Foundations of Political Science [Political Science 2024 syllabus]
66,C.S.I.CHRISTIAN MULLER WOMEN,66.16,STA1MN105 - Descriptive Statistics [Statistics 2024 syllabus]
67,DARUL HUDA ARTS,67.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
67,DARUL HUDA ARTS,67.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
67,DARUL HUDA ARTS,67.3,CSC1MN107 - Computer Hardware Assembly [Computer Science 2024 syllabus]
67,DARUL HUDA ARTS,67.4,Teaching Skills in English
67,DARUL HUDA ARTS,67.5,History of Modern India
67,DARUL HUDA ARTS,67.6,History of Modern World HIS1MN105 - History of Modern World -1 [History 2024 syllabus]
67,DARUL HUDA ARTS,67.7,MAT1MN102 - Calculus of a Single Variable [Mathematics 2024 syllabus]
67,DARUL HUDA ARTS,67.8,Semiconductor Physics PHY1MN103 - Semiconductor Physics and Electronics [Physics 2024 syllabus]
68,"DARUL MA-RIFA ARABIC COLLEGE ,ODUNGAKAD ,PUTHUPADY",68.1,Arabic Linguistics
68,"DARUL MA-RIFA ARABIC COLLEGE ,ODUNGAKAD ,PUTHUPADY",68.2,Industry Skills In Arabic
69,DARUL ULOOM ARABIC COLLEGE,69.1,Arabic Linguistics
69,DARUL ULOOM ARABIC COLLEGE,69.2,Industry Skills In Arabic
69,DARUL ULOOM ARABIC COLLEGE,69.3,Applied Translation Studies I FAR1MN101 - Gateway to Translation [Functional Arabic 2024 syllabus]
69,DARUL ULOOM ARABIC COLLEGE,69.4,Applied Translation Studies II FAR1MN102 - Conversational Arabic [Functional Arabic 2024 syllabus]
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.1,Polymer Chemistry CHE1VN102 - Introduction to Polymer Chemistry [Chemistry 2024 syllabus]
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.2,B1: Financial Reporting
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.3,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.4,Gender Studies HIS1MN115 - Gender History [History 2024 syllabus]
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.5,Electronic Media
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.6,Professional Journalism
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.7,Linear Algebra MAT1MN105 - Matrix Theory [Mathematics 2024 syllabus]
70,"DAYAPURAM ARTS AND SCIENCE COLLEGE FOR WOMEN,DAYAPURAM",70.8,Semiconductor Physics PHY1MN103 - Semiconductor Physics and Electronics [Physics 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.3,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.4,C2: Fintech COM1MN106 - Foundations of Modern Banking [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.5,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.6,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.7,COM1VN101 - Fundamentals of Travel and Tourism [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.8,F2: Hospitality Management COM1VN102 - Foundations of Hospitality [Commerce 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.9,Artificial Intelligence
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.1,Data Analysis and Visualization
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.11,Data Science
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.12,Data Science and AI CSC1MN102 - Python Programming [Computer Application 2024 syllabus]
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.14,Foundations of Social Work
71,"DE PAUL INSTITUTE OF SCIENCE AND TECHNOLOGY DISAT, NILAMBUR, MALAPPURAM",71.15,Social Work Group 0 BSW1MN100 - Introduction to Social Work [Social Work 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.1,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.2,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.3,B1: Financial Reporting
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.4,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.5,C1: Financial Studies COM1MN105 - Basics of Financial Markets [Commerce 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.6,Commerce Group 0
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.7,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.8,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.9,E1: Business Analytics
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.11,Fashion Brand Management
72,"DEVAMATHA COLLEGE OF ADVANCED STUDIES, KANHIRAPUZHA, PALAKKAD",72.12,Fiscal Policy in Practice ECO1MN101 - Fiscal Tools for Policy Formulation [Economics 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.1,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.2,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.3,COM1VN101 - Fundamentals of Travel and Tourism [Commerce 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.4,F2: Hospitality Management COM1VN102 - Foundations of Hospitality [Commerce 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.5,Analytics for Financial Data
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.6,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.7,Society and Individual SOC1MN103 - Introduction to Social Psychology [Sociology 2024 syllabus]
73,DHARMAGIRI COLLEGE OF ARTS AND SCIENCE,73.8,Sociology of Mass Media SOC1MN101 - Invitation to Sociology [Sociology 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.1,Basic and Applied Chemistry CHE1MN106 - Coordination Chemistry [Chemistry 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.2,CHE1MN105 - Basic Inorganic and Nuclear Chemistry [Chemistry 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.3,A1: Entrepreneurial Finance COM1MN101 - Fundamentals of Entrepreneurship [Commerce 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.4,A2: Entrepreneurial Leadership COM1MN102 - Entrepreneurial Marketing [Commerce 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.5,B1: Financial Reporting
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.6,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.7,Economic History of India HIS1MN103 - Economic History of Pre-modern India [History 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.8,History of Modern India
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.9,Human Physiology I PSG1MN101 - Basics in cellular physiology [Human Physiology 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.1,Media Skills
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.11,Professional Journalism
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.12,MAT1MN102 - Calculus of a Single Variable [Mathematics 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.14,Materials Physics
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.15,Optical Physics PHY1MN104 - Electricity and Magnetism [Physics 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.16,Government and Politics POL1MN104 - Introduction to Political Science [Political Science 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.17,Human Rights POL1MN105 - Human Rights [Political Science 2024 syllabus]
74,"DIGNITY COLLEGE OF ARTS AND SCIENCE, PERAMBRA, KOZHIKODE",74.18,STA1MN105 - Descriptive Statistics [Statistics 2024 syllabus]
75,DIVINE INSTITUTE OF MEDIA SCIENCE,75.2,Media Production
75,DIVINE INSTITUTE OF MEDIA SCIENCE,75.3,Narrative Media
75,DIVINE INSTITUTE OF MEDIA SCIENCE,75.4,Professional Journalism
75,DIVINE INSTITUTE OF MEDIA SCIENCE,75.5,BMM1MN103 - Fundamentals of Web Designing [Multimedia 2024 syllabus]
75,DIVINE INSTITUTE OF MEDIA SCIENCE,75.6,Audio-Visual Design BVC1MN101 - Visual Design Basics [Visual Communication 2024 syllabus]
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.1,COM1VN101 - Fundamentals of Travel and Tourism [Commerce 2024 syllabus]
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.2,F2: Hospitality Management COM1VN102 - Foundations of Hospitality [Commerce 2024 syllabus]
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.3,Artificial Intelligence
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.4,Data Science
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.5,Electronic Media
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.6,Professional Journalism
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.7,Analytics for Financial Data
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.8,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.9,Foundations of Social Work
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.11,Society and Individual SOC1MN103 - Introduction to Social Psychology [Sociology 2024 syllabus]
76,"DON BOSCO COLLEGE, MAMPETTA, MUKKAM, KOZHIKODE",76.12,Sociology of Mass Media SOC1MN101 - Invitation to Sociology [Sociology 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.1,Christian Studies Group I CHS1MN101 - Spirituality and Mental Health [Christian Studies 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.2,Christian Studies Group II CHS1MN102 - History of World Christianity [Christian Studies 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.3,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.4,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.5,General Computing Principles CSC1MN105 - Introduction to IT [Computer Science 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.6,English at Workspace
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.7,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.8,Critical Studies MAL1MN103 - Gender studies [Malayalam 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.9,Analytics for Financial Data
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.1,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.12,Foundations of Behaviour PSY1MN101 - Gateways to Mind and Behaviour [Psychology 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.13,Foundations of Social Work
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.15,STA1MN105 - Descriptive Statistics [Statistics 2024 syllabus]
77,"DON BOSCO COLLEGE, MANNUTHY,THRISSUR",77.16,STA1MN103 - Introductory Statistics with R [Statistics 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.1,B1: Financial Reporting
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.2,COM1MN104 - Essentials of Cost Accounting [Commerce 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.3,D1: Digital Marketing COM1MN107 - Essentials of Marketing [Commerce 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.4,D2: Logistics COM1MN108 - Advertisement and Sales Promotion [Commerce 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.5,Artificial Intelligence
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.6,Data Science
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.7,Data Analysis and Visualization
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.8,General Computing Principles CSC1MN105 - Introduction to IT [Computer Science 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.9,English at Workspace
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.1,English For Content Creation ENG1MN101 - Fundamentals of Content Creation [English 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.11,Analytics for Financial Data
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.12,General Management BBA1MN101 - Marketing Management [Management Studies 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.14,Mathematical Economics MAT1MN106 - Principles of Micro Economics [Mathematics 2024 syllabus]
78,"DON BOSCO COLLEGE,SULTHAN BATHERY",78.15,Development and Wellbeing PSY1MN102 - Growth and Development [Psychology 2024 syllabus]
